buss_no,receiptno,description,transdate,amount
71,2958352,PAYMENT RECEIPT,2017-02-15 00:00:00.000,20
71,8957114,PAYMENT RECEIPT,2017-06-08 00:00:00.000,30
71,8957152,PAYMENT RECEIPT,2017-07-13 00:00:00.000,20
71,8957198,PAYMENT RECEIPT,2017-08-04 00:00:00.000,20
71,8961739,PAYMENT RECEIPT,2017-09-07 00:00:00.000,30
71,8969697,PAYMENT RECEIPT,2017-12-15 00:00:00.000,30
714,2957153,PAYMENT RECEIPT,2017-01-10 00:00:00.000,6
715,2959921,PAYMENT RECEIPT,2017-04-20 00:00:00.000,10
72,8964354,PAYMENT RECEIPT,2017-09-26 00:00:00.000,30
72,8965684,PAYMENT RECEIPT,2017-11-20 00:00:00.000,60
725,2955677,PAYMENT RECEIPT,2017-01-13 00:00:00.000,6
726,2955664,PAYMENT RECEIPT,2017-01-06 00:00:00.000,20
726,2959920,PAYMENT RECEIPT,2017-04-20 00:00:00.000,15
727,2955693,PAYMENT RECEIPT,2017-01-30 00:00:00.000,16
73,2958306,PAYMENT RECEIPT,2017-01-04 00:00:00.000,10
73,2958383,PAYMENT RECEIPT,2017-03-08 00:00:00.000,10
73,8957136,PAYMENT RECEIPT,2017-06-08 00:00:00.000,20
73,8965620,PAYMENT RECEIPT,2017-10-10 00:00:00.000,30
73,8969675,PAYMENT RECEIPT,2017-12-12 00:00:00.000,30
734,2955667,PAYMENT RECEIPT,2017-01-06 00:00:00.000,15
737,2955661,PAYMENT RECEIPT,2017-01-06 00:00:00.000,12
739,8955501,PAYMENT RECEIPT,2017-05-18 00:00:00.000,40
739,8957938,PAYMENT RECEIPT,2017-07-05 00:00:00.000,30
739,8957987,PAYMENT RECEIPT,2017-08-17 00:00:00.000,40
739,8966436,PAYMENT RECEIPT,2017-10-31 00:00:00.000,40
742,2957165,PAYMENT RECEIPT,2017-01-10 00:00:00.000,10
744,2959248,PAYMENT RECEIPT,2017-03-01 00:00:00.000,20
744,2959261,PAYMENT RECEIPT,2017-05-02 00:00:00.000,20
744,2959949,PAYMENT RECEIPT,2017-05-12 00:00:00.000,20
744,8955531,PAYMENT RECEIPT,2017-05-26 00:00:00.000,20
744,8955562,PAYMENT RECEIPT,2017-06-01 00:00:00.000,40
744,8962711,PAYMENT RECEIPT,2017-09-05 00:00:00.000,30
746,2960033,PAYMENT RECEIPT,2017-01-17 00:00:00.000,100
746,8964521,PAYMENT RECEIPT,2017-10-02 00:00:00.000,100
746,8967924,PAYMENT RECEIPT,2017-12-12 00:00:00.000,80
748,8956132,PAYMENT RECEIPT,2017-07-19 00:00:00.000,40
748,8964569,PAYMENT RECEIPT,2017-10-10 00:00:00.000,20
75,8961780,PAYMENT RECEIPT,2017-09-29 00:00:00.000,60
758,320711,PAYMENT RECEIPT,2016-08-06 00:00:00.000,21
758,8956197,PAYMENT RECEIPT,2017-09-19 00:00:00.000,10
758,8967904,PAYMENT RECEIPT,2017-11-14 00:00:00.000,10
759,2960075,PAYMENT RECEIPT,2017-04-28 00:00:00.000,50
76,8965612,PAYMENT RECEIPT,2017-10-10 00:00:00.000,10
76,8965615,PAYMENT RECEIPT,2017-10-10 00:00:00.000,20
76,8965611,PAYMENT RECEIPT,2017-10-10 00:00:00.000,32
763,8955929,PAYMENT RECEIPT,2017-06-22 00:00:00.000,60
763,8955990,PAYMENT RECEIPT,2017-08-24 00:00:00.000,50
763,8963557,PAYMENT RECEIPT,2017-10-06 00:00:00.000,40
763,8969203,PAYMENT RECEIPT,2017-10-26 00:00:00.000,30
77,8957102,PAYMENT RECEIPT,2017-06-08 00:00:00.000,50
77,8969603,PAYMENT RECEIPT,2017-12-05 00:00:00.000,40
770,8955912,PAYMENT RECEIPT,2017-06-01 00:00:00.000,48
770,8963593,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
771,2956659,PAYMENT RECEIPT,2017-03-16 00:00:00.000,15
771,8955925,PAYMENT RECEIPT,2017-06-22 00:00:00.000,10
771,8969207,PAYMENT RECEIPT,2017-10-26 00:00:00.000,30
773,8955905,PAYMENT RECEIPT,2017-06-01 00:00:00.000,50
773,8955982,PAYMENT RECEIPT,2017-08-10 00:00:00.000,40
773,8969215,PAYMENT RECEIPT,2017-11-11 00:00:00.000,20
774,8963544,PAYMENT RECEIPT,2017-09-28 00:00:00.000,36
775,8963535,PAYMENT RECEIPT,2017-09-28 00:00:00.000,10
775,8969238,PAYMENT RECEIPT,2017-11-16 00:00:00.000,30
779,8965670,PAYMENT RECEIPT,2017-10-10 00:00:00.000,50
779,8969650,PAYMENT RECEIPT,2017-12-12 00:00:00.000,10
78,2958344,PAYMENT RECEIPT,2017-02-15 00:00:00.000,20
78,2958345,PAYMENT RECEIPT,2017-02-15 00:00:00.000,20
78,2964359,PAYMENT RECEIPT,2017-05-15 00:00:00.000,10
780,2964361,PAYMENT RECEIPT,2017-05-15 00:00:00.000,16
780,8964389,PAYMENT RECEIPT,2017-09-29 00:00:00.000,20
780,8969649,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
781,8961711,PAYMENT RECEIPT,2017-08-16 00:00:00.000,30
781,8961772,PAYMENT RECEIPT,2017-09-14 00:00:00.000,10
781,8965604,PAYMENT RECEIPT,2017-10-10 00:00:00.000,20
781,8965653,PAYMENT RECEIPT,2017-10-10 00:00:00.000,20
781,8969688,PAYMENT RECEIPT,2017-12-15 00:00:00.000,20
786,8965675,PAYMENT RECEIPT,2017-10-10 00:00:00.000,30
788,2964372,PAYMENT RECEIPT,2017-05-15 00:00:00.000,40
788,8964345,PAYMENT RECEIPT,2017-09-22 00:00:00.000,50
788,8969648,PAYMENT RECEIPT,2017-12-12 00:00:00.000,70
79,8964315,PAYMENT RECEIPT,2017-09-29 00:00:00.000,10
79,8964314,PAYMENT RECEIPT,2017-09-29 00:00:00.000,42
79,8969624,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
790,2958305,PAYMENT RECEIPT,2017-01-04 00:00:00.000,10
790,2958375,PAYMENT RECEIPT,2017-03-08 00:00:00.000,17
790,8957125,PAYMENT RECEIPT,2017-06-08 00:00:00.000,20
790,8964374,PAYMENT RECEIPT,2017-09-26 00:00:00.000,20
790,8969614,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
793,2958343,PAYMENT RECEIPT,2017-02-14 00:00:00.000,10
793,8965603,PAYMENT RECEIPT,2017-10-10 00:00:00.000,10
799,8955830,PAYMENT RECEIPT,2017-05-30 00:00:00.000,10
799,8964909,PAYMENT RECEIPT,2017-09-28 00:00:00.000,16
80,2964384,PAYMENT RECEIPT,2017-05-18 00:00:00.000,10
80,8961745,PAYMENT RECEIPT,2017-09-07 00:00:00.000,10
80,8961770,PAYMENT RECEIPT,2017-09-14 00:00:00.000,6
80,8965654,PAYMENT RECEIPT,2017-10-10 00:00:00.000,20
802,8957931,PAYMENT RECEIPT,2017-07-05 00:00:00.000,40
802,8962716,PAYMENT RECEIPT,2017-09-05 00:00:00.000,50
804,8962735,PAYMENT RECEIPT,2017-10-05 00:00:00.000,60
806,2959262,PAYMENT RECEIPT,2017-05-02 00:00:00.000,15
806,2959263,PAYMENT RECEIPT,2017-05-02 00:00:00.000,15
806,8957940,PAYMENT RECEIPT,2017-07-05 00:00:00.000,15
806,8966488,PAYMENT RECEIPT,2017-12-05 00:00:00.000,10
81,8957134,PAYMENT RECEIPT,2017-06-08 00:00:00.000,15
81,8957178,PAYMENT RECEIPT,2017-07-17 00:00:00.000,10
81,8964368,PAYMENT RECEIPT,2017-09-26 00:00:00.000,40
816,2958310,PAYMENT RECEIPT,2017-01-04 00:00:00.000,60
817,8961716,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
825,8956818,PAYMENT RECEIPT,2017-06-07 00:00:00.000,20
83,2964354,PAYMENT RECEIPT,2017-04-27 00:00:00.000,20
83,8964347,PAYMENT RECEIPT,2017-09-26 00:00:00.000,20
833,8956143,PAYMENT RECEIPT,2017-07-19 00:00:00.000,30
833,8964544,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
833,8964597,PAYMENT RECEIPT,2017-11-02 00:00:00.000,20
833,8967915,PAYMENT RECEIPT,2017-11-14 00:00:00.000,20
834,8956104,PAYMENT RECEIPT,2017-06-05 00:00:00.000,50
834,8956157,PAYMENT RECEIPT,2017-08-04 00:00:00.000,20
836,8956102,PAYMENT RECEIPT,2017-06-05 00:00:00.000,30
836,8956148,PAYMENT RECEIPT,2017-08-02 00:00:00.000,20
836,8964501,PAYMENT RECEIPT,2017-09-27 00:00:00.000,50
836,8967916,PAYMENT RECEIPT,2017-11-14 00:00:00.000,20
837,8964506,PAYMENT RECEIPT,2017-09-27 00:00:00.000,20
839,8956154,PAYMENT RECEIPT,2017-08-04 00:00:00.000,10
839,8964507,PAYMENT RECEIPT,2017-09-27 00:00:00.000,10
840,8956145,PAYMENT RECEIPT,2017-08-02 00:00:00.000,100
841,8956189,PAYMENT RECEIPT,2017-09-19 00:00:00.000,30
841,8967925,PAYMENT RECEIPT,2017-12-12 00:00:00.000,30
843,8956146,PAYMENT RECEIPT,2017-08-02 00:00:00.000,50
843,8964503,PAYMENT RECEIPT,2017-09-27 00:00:00.000,50
843,8964902,PAYMENT RECEIPT,2017-11-14 00:00:00.000,20
844,8956187,PAYMENT RECEIPT,2017-09-05 00:00:00.000,50
844,8956190,PAYMENT RECEIPT,2017-09-19 00:00:00.000,50
844,8964508,PAYMENT RECEIPT,2017-09-27 00:00:00.000,10
846,8967909,PAYMENT RECEIPT,2017-11-14 00:00:00.000,30
847,8956118,PAYMENT RECEIPT,2017-06-06 00:00:00.000,20
847,8956170,PAYMENT RECEIPT,2017-08-04 00:00:00.000,20
847,8956179,PAYMENT RECEIPT,2017-09-05 00:00:00.000,20
847,8964525,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
848,8967903,PAYMENT RECEIPT,2017-11-14 00:00:00.000,10
849,8956141,PAYMENT RECEIPT,2017-07-19 00:00:00.000,20
849,8964572,PAYMENT RECEIPT,2017-10-10 00:00:00.000,10
85,8957112,PAYMENT RECEIPT,2017-06-08 00:00:00.000,30
85,8964319,PAYMENT RECEIPT,2017-09-26 00:00:00.000,29
85,8965679,PAYMENT RECEIPT,2017-11-20 00:00:00.000,30
851,8956101,PAYMENT RECEIPT,2017-06-05 00:00:00.000,50
851,8956127,PAYMENT RECEIPT,2017-06-06 00:00:00.000,20
851,8956149,PAYMENT RECEIPT,2017-08-02 00:00:00.000,50
851,8964504,PAYMENT RECEIPT,2017-09-27 00:00:00.000,200
851,8964558,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
851,8964566,PAYMENT RECEIPT,2017-10-02 00:00:00.000,100
852,8964586,PAYMENT RECEIPT,2017-11-02 00:00:00.000,20
853,8956191,PAYMENT RECEIPT,2017-09-19 00:00:00.000,30
853,8956198,PAYMENT RECEIPT,2017-09-19 00:00:00.000,30
853,8967906,PAYMENT RECEIPT,2017-11-14 00:00:00.000,30
854,8964588,PAYMENT RECEIPT,2017-11-02 00:00:00.000,30
856,8956114,PAYMENT RECEIPT,2017-06-06 00:00:00.000,20
856,8956172,PAYMENT RECEIPT,2017-08-21 00:00:00.000,20
856,8956178,PAYMENT RECEIPT,2017-09-05 00:00:00.000,20
856,8964560,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
856,8964578,PAYMENT RECEIPT,2017-10-10 00:00:00.000,20
856,8964594,PAYMENT RECEIPT,2017-11-02 00:00:00.000,20
856,8967907,PAYMENT RECEIPT,2017-11-14 00:00:00.000,20
856,8967912,PAYMENT RECEIPT,2017-11-14 00:00:00.000,20
86,2958382,PAYMENT RECEIPT,2017-03-08 00:00:00.000,35
86,8964392,PAYMENT RECEIPT,2017-09-29 00:00:00.000,40
861,8964518,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
861,8967920,PAYMENT RECEIPT,2017-11-14 00:00:00.000,20
861,8967926,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
862,2960096,PAYMENT RECEIPT,2017-05-20 00:00:00.000,60
862,8956122,PAYMENT RECEIPT,2017-06-06 00:00:00.000,20
862,8956113,PAYMENT RECEIPT,2017-06-06 00:00:00.000,60
862,8956144,PAYMENT RECEIPT,2017-07-19 00:00:00.000,20
862,8956158,PAYMENT RECEIPT,2017-08-04 00:00:00.000,20
862,8956161,PAYMENT RECEIPT,2017-08-04 00:00:00.000,20
865,8956147,PAYMENT RECEIPT,2017-08-02 00:00:00.000,50
865,8964502,PAYMENT RECEIPT,2017-09-27 00:00:00.000,50
865,8967901,PAYMENT RECEIPT,2017-11-14 00:00:00.000,20
866,8964543,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
867,8964516,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
87,8957118,PAYMENT RECEIPT,2017-06-08 00:00:00.000,20
87,8961713,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
87,8961741,PAYMENT RECEIPT,2017-09-07 00:00:00.000,30
87,8964323,PAYMENT RECEIPT,2017-09-26 00:00:00.000,20
87,8964324,PAYMENT RECEIPT,2017-09-26 00:00:00.000,20
87,8969602,PAYMENT RECEIPT,2017-12-05 00:00:00.000,20
870,8956119,PAYMENT RECEIPT,2017-06-06 00:00:00.000,10
870,8964509,PAYMENT RECEIPT,2017-09-27 00:00:00.000,20
871,8956174,PAYMENT RECEIPT,2017-08-21 00:00:00.000,30
874,2960028,PAYMENT RECEIPT,2017-01-17 00:00:00.000,15
874,8964581,PAYMENT RECEIPT,2017-10-10 00:00:00.000,10
879,8964564,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
88,2964305,PAYMENT RECEIPT,2017-03-30 00:00:00.000,25
88,8965643,PAYMENT RECEIPT,2017-10-10 00:00:00.000,36
886,2960026,PAYMENT RECEIPT,2017-01-17 00:00:00.000,20
886,2960097,PAYMENT RECEIPT,2017-05-20 00:00:00.000,20
886,8956138,PAYMENT RECEIPT,2017-07-19 00:00:00.000,10
886,8956199,PAYMENT RECEIPT,2017-09-19 00:00:00.000,10
886,8964531,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
886,8964598,PAYMENT RECEIPT,2017-11-02 00:00:00.000,10
887,8956137,PAYMENT RECEIPT,2017-07-19 00:00:00.000,25
887,8964532,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
887,8964596,PAYMENT RECEIPT,2017-11-02 00:00:00.000,10
887,8967908,PAYMENT RECEIPT,2017-11-14 00:00:00.000,10
888,2960025,PAYMENT RECEIPT,2017-01-17 00:00:00.000,20
888,8956136,PAYMENT RECEIPT,2017-07-19 00:00:00.000,20
888,8964513,PAYMENT RECEIPT,2017-09-29 00:00:00.000,10
89,8965637,PAYMENT RECEIPT,2017-10-10 00:00:00.000,40
890,2960073,PAYMENT RECEIPT,2017-04-28 00:00:00.000,20
890,8964511,PAYMENT RECEIPT,2017-09-29 00:00:00.000,10
890,8964595,PAYMENT RECEIPT,2017-11-02 00:00:00.000,25
892,8955919,PAYMENT RECEIPT,2017-06-01 00:00:00.000,12
897,2956678,PAYMENT RECEIPT,2017-05-04 00:00:00.000,35
897,8963514,PAYMENT RECEIPT,2017-09-08 00:00:00.000,30
899,8956131,PAYMENT RECEIPT,2017-07-19 00:00:00.000,30
9,8963539,PAYMENT RECEIPT,2017-09-28 00:00:00.000,50
90,2964365,PAYMENT RECEIPT,2017-05-15 00:00:00.000,10
90,8965644,PAYMENT RECEIPT,2017-10-10 00:00:00.000,100
905,8955957,PAYMENT RECEIPT,2017-06-20 00:00:00.000,100
905,8963569,PAYMENT RECEIPT,2017-10-06 00:00:00.000,70
906,2956617,PAYMENT RECEIPT,2017-01-19 00:00:00.000,30
906,8955935,PAYMENT RECEIPT,2017-06-13 00:00:00.000,20
906,8963591,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
909,2956661,PAYMENT RECEIPT,2017-03-16 00:00:00.000,36
909,8955906,PAYMENT RECEIPT,2017-06-01 00:00:00.000,30
909,8955955,PAYMENT RECEIPT,2017-06-20 00:00:00.000,30
909,8969221,PAYMENT RECEIPT,2017-11-11 00:00:00.000,40
910,8969241,PAYMENT RECEIPT,2017-11-16 00:00:00.000,14
910,8969235,PAYMENT RECEIPT,2017-11-16 00:00:00.000,70
912,2956669,PAYMENT RECEIPT,2017-04-13 00:00:00.000,40
912,2956689,PAYMENT RECEIPT,2017-05-04 00:00:00.000,50
912,8955945,PAYMENT RECEIPT,2017-06-13 00:00:00.000,50
912,8955927,PAYMENT RECEIPT,2017-06-22 00:00:00.000,50
912,8955983,PAYMENT RECEIPT,2017-08-10 00:00:00.000,50
912,8963521,PAYMENT RECEIPT,2017-09-22 00:00:00.000,40
915,2956645,PAYMENT RECEIPT,2017-02-02 00:00:00.000,20
915,2956680,PAYMENT RECEIPT,2017-05-04 00:00:00.000,10
915,2956693,PAYMENT RECEIPT,2017-05-24 00:00:00.000,10
915,8969212,PAYMENT RECEIPT,2017-10-26 00:00:00.000,30
916,8963570,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
917,8955974,PAYMENT RECEIPT,2017-08-10 00:00:00.000,40
917,8969204,PAYMENT RECEIPT,2017-10-26 00:00:00.000,20
919,2956648,PAYMENT RECEIPT,2017-03-08 00:00:00.000,9
92,8964341,PAYMENT RECEIPT,2017-09-22 00:00:00.000,70
920,2956653,PAYMENT RECEIPT,2017-03-16 00:00:00.000,60
920,2956688,PAYMENT RECEIPT,2017-05-04 00:00:00.000,60
920,8963547,PAYMENT RECEIPT,2017-09-28 00:00:00.000,60
922,2956673,PAYMENT RECEIPT,2017-04-13 00:00:00.000,60
922,8963571,PAYMENT RECEIPT,2017-10-06 00:00:00.000,50
924,8955968,PAYMENT RECEIPT,2017-06-20 00:00:00.000,50
924,8963598,PAYMENT RECEIPT,2017-10-06 00:00:00.000,50
924,8969266,PAYMENT RECEIPT,2017-12-21 00:00:00.000,80
925,8955978,PAYMENT RECEIPT,2017-08-10 00:00:00.000,60
925,8963508,PAYMENT RECEIPT,2017-09-08 00:00:00.000,60
925,8969213,PAYMENT RECEIPT,2017-10-26 00:00:00.000,60
926,8963509,PAYMENT RECEIPT,2017-09-08 00:00:00.000,100
928,2956656,PAYMENT RECEIPT,2017-03-16 00:00:00.000,30
928,2956671,PAYMENT RECEIPT,2017-04-13 00:00:00.000,40
928,2956690,PAYMENT RECEIPT,2017-05-04 00:00:00.000,10
928,8955926,PAYMENT RECEIPT,2017-06-22 00:00:00.000,20
928,8955979,PAYMENT RECEIPT,2017-08-10 00:00:00.000,20
928,8963566,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
928,8969225,PAYMENT RECEIPT,2017-11-11 00:00:00.000,35
928,2956614,PAYMENT RECEIPT,2017-12-15 00:00:00.000,60
929,2956686,PAYMENT RECEIPT,2017-05-04 00:00:00.000,42
929,8963553,PAYMENT RECEIPT,2017-10-06 00:00:00.000,40
929,8969230,PAYMENT RECEIPT,2017-11-16 00:00:00.000,50
931,8969206,PAYMENT RECEIPT,2017-10-26 00:00:00.000,60
932,8969245,PAYMENT RECEIPT,2017-11-30 00:00:00.000,70
934,8963578,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
935,2956650,PAYMENT RECEIPT,2017-03-08 00:00:00.000,20
935,8955943,PAYMENT RECEIPT,2017-06-13 00:00:00.000,30
935,8955923,PAYMENT RECEIPT,2017-06-22 00:00:00.000,30
935,8969250,PAYMENT RECEIPT,2017-12-01 00:00:00.000,20
936,8955967,PAYMENT RECEIPT,2017-06-20 00:00:00.000,60
936,8963503,PAYMENT RECEIPT,2017-09-08 00:00:00.000,30
938,8963501,PAYMENT RECEIPT,2017-09-08 00:00:00.000,30
938,8963599,PAYMENT RECEIPT,2017-10-06 00:00:00.000,60
939,8969268,PAYMENT RECEIPT,2017-12-21 00:00:00.000,70
94,2964353,PAYMENT RECEIPT,2017-04-27 00:00:00.000,50
94,8961751,PAYMENT RECEIPT,2017-09-07 00:00:00.000,40
94,8961768,PAYMENT RECEIPT,2017-09-14 00:00:00.000,30
94,8969682,PAYMENT RECEIPT,2017-12-15 00:00:00.000,40
945,8955916,PAYMENT RECEIPT,2017-06-01 00:00:00.000,100
945,8969224,PAYMENT RECEIPT,2017-11-11 00:00:00.000,50
947,2956665,PAYMENT RECEIPT,2017-04-13 00:00:00.000,36
947,8955970,PAYMENT RECEIPT,2017-08-10 00:00:00.000,20
947,8969256,PAYMENT RECEIPT,2017-12-01 00:00:00.000,20
95,8961715,PAYMENT RECEIPT,2017-08-16 00:00:00.000,40
95,8964334,PAYMENT RECEIPT,2017-09-26 00:00:00.000,40
95,8969623,PAYMENT RECEIPT,2017-12-12 00:00:00.000,40
953,8963562,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
954,2956618,PAYMENT RECEIPT,2017-01-19 00:00:00.000,30
954,2956681,PAYMENT RECEIPT,2017-05-04 00:00:00.000,20
954,2956694,PAYMENT RECEIPT,2017-05-24 00:00:00.000,20
954,8955937,PAYMENT RECEIPT,2017-06-13 00:00:00.000,30
954,8963530,PAYMENT RECEIPT,2017-09-22 00:00:00.000,50
954,8963597,PAYMENT RECEIPT,2017-10-06 00:00:00.000,60
955,8956812,PAYMENT RECEIPT,2017-06-07 00:00:00.000,20
967,8955860,PAYMENT RECEIPT,2017-05-05 00:00:00.000,10
967,8960493,PAYMENT RECEIPT,2017-08-24 00:00:00.000,10
967,8964969,PAYMENT RECEIPT,2017-10-06 00:00:00.000,10
967,8964964,PAYMENT RECEIPT,2017-10-06 00:00:00.000,30
975,8966408,PAYMENT RECEIPT,2017-10-24 00:00:00.000,20
986,2959225,PAYMENT RECEIPT,2017-03-01 00:00:00.000,6
987,2959236,PAYMENT RECEIPT,2017-03-01 00:00:00.000,10
1008,8961533,PAYMENT RECEIPT,2017-08-18 00:00:00.000,10
1008,8961551,PAYMENT RECEIPT,2017-08-18 00:00:00.000,10
1008,8956867,PAYMENT RECEIPT,2017-08-18 00:00:00.000,60
1008,8966832,PAYMENT RECEIPT,2017-11-03 00:00:00.000,10
1008,8966824,PAYMENT RECEIPT,2017-11-03 00:00:00.000,60
1011,8961349,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
1011,8961379,PAYMENT RECEIPT,2017-08-31 00:00:00.000,20
1011,8967029,PAYMENT RECEIPT,2017-11-01 00:00:00.000,10
1011,8967063,PAYMENT RECEIPT,2017-11-01 00:00:00.000,10
1011,8968647,PAYMENT RECEIPT,2017-12-20 00:00:00.000,20
1020,2957266,PAYMENT RECEIPT,2017-01-24 00:00:00.000,5
1022,8961561,PAYMENT RECEIPT,2017-08-18 00:00:00.000,120
1035,8961596,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
1036,8961550,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
1042,8956894,PAYMENT RECEIPT,2017-08-09 00:00:00.000,50
1042,8961555,PAYMENT RECEIPT,2017-08-18 00:00:00.000,50
1042,8966816,PAYMENT RECEIPT,2017-10-30 00:00:00.000,10
1042,8966839,PAYMENT RECEIPT,2017-11-03 00:00:00.000,40
1046,8956876,PAYMENT RECEIPT,2017-07-10 00:00:00.000,20
1047,8966818,PAYMENT RECEIPT,2017-10-30 00:00:00.000,60
1053,8966871,PAYMENT RECEIPT,2015-01-30 00:00:00.000,40
1053,8956857,PAYMENT RECEIPT,2017-07-18 00:00:00.000,40
1053,8956893,PAYMENT RECEIPT,2017-08-09 00:00:00.000,30
1053,8961522,PAYMENT RECEIPT,2017-08-09 00:00:00.000,30
1053,8961590,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
1053,8970305,PAYMENT RECEIPT,2017-12-15 00:00:00.000,30
1055,8966885,PAYMENT RECEIPT,2015-12-05 00:00:00.000,20
1055,8961512,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1055,8961543,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
1055,8961589,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
1055,8966889,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
1079,2957238,PAYMENT RECEIPT,2017-01-24 00:00:00.000,20
1101,2957232,PAYMENT RECEIPT,2017-01-24 00:00:00.000,30
113,8965450,PAYMENT RECEIPT,2017-10-02 00:00:00.000,20
113,8967046,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
1164,8961539,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
1169,8961527,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1169,8961594,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
1169,8966856,PAYMENT RECEIPT,2017-11-03 00:00:00.000,30
1219,8961446,PAYMENT RECEIPT,2017-08-16 00:00:00.000,50
1219,8963899,PAYMENT RECEIPT,2017-09-04 00:00:00.000,70
1249,8956887,PAYMENT RECEIPT,2017-07-10 00:00:00.000,10
1249,8961573,PAYMENT RECEIPT,2017-10-06 00:00:00.000,10
1260,8966845,PAYMENT RECEIPT,2017-11-03 00:00:00.000,50
1260,8966887,PAYMENT RECEIPT,2017-12-12 00:00:00.000,50
1263,8961531,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
1263,8961584,PAYMENT RECEIPT,2017-10-06 00:00:00.000,30
1263,8966846,PAYMENT RECEIPT,2017-11-03 00:00:00.000,20
1269,8966869,PAYMENT RECEIPT,2015-01-30 00:00:00.000,20
1269,8961570,PAYMENT RECEIPT,2017-08-18 00:00:00.000,10
1269,8961577,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
1269,8961593,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
1269,8961591,PAYMENT RECEIPT,2017-10-06 00:00:00.000,30
1269,8970317,PAYMENT RECEIPT,2017-12-15 00:00:00.000,20
1276,8961592,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
1286,8961516,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
1286,8956900,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1286,8961505,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1286,8961510,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1286,8961536,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
1287,8956879,PAYMENT RECEIPT,2017-07-10 00:00:00.000,30
1289,8956859,PAYMENT RECEIPT,2017-07-18 00:00:00.000,10
1289,8961525,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
1289,8961579,PAYMENT RECEIPT,2017-10-06 00:00:00.000,10
1289,8970302,PAYMENT RECEIPT,2017-12-15 00:00:00.000,10
1293,8966847,PAYMENT RECEIPT,2017-11-03 00:00:00.000,20
1296,8956888,PAYMENT RECEIPT,2017-07-10 00:00:00.000,50
1296,8961521,PAYMENT RECEIPT,2017-08-09 00:00:00.000,50
1296,8961567,PAYMENT RECEIPT,2017-08-18 00:00:00.000,50
1296,8966861,PAYMENT RECEIPT,2017-11-30 00:00:00.000,50
1297,8961565,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
1300,8966873,PAYMENT RECEIPT,2015-01-30 00:00:00.000,60
1300,8961501,PAYMENT RECEIPT,2017-08-09 00:00:00.000,40
1300,8961599,PAYMENT RECEIPT,2017-10-06 00:00:00.000,30
1300,8966888,PAYMENT RECEIPT,2017-12-12 00:00:00.000,40
1312,8956877,PAYMENT RECEIPT,2017-07-10 00:00:00.000,40
1312,8961532,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1312,8966807,PAYMENT RECEIPT,2017-10-30 00:00:00.000,20
1312,8970310,PAYMENT RECEIPT,2017-12-15 00:00:00.000,20
1313,8956858,PAYMENT RECEIPT,2017-07-18 00:00:00.000,20
1313,8961507,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1313,8961582,PAYMENT RECEIPT,2017-10-06 00:00:00.000,20
